date,bidopen,bidclose,bidhigh,bidlow,askopen,askclose,askhigh,asklow,tickqty
2021-12-29 01:59:00,1.13011,1.12997,1.13011,1.12996,1.13022,1.13009,1.13022,1.13009,46
2021-12-29 02:00:00,1.12996,1.12995,1.12997,1.12992,1.13009,1.13007,1.1301,1.13005,49
2021-12-29 02:01:00,1.12994,1.12991,1.12995,1.1299,1.13006,1.13004,1.13006,1.13003,43
2021-12-29 02:02:00,1.12992,1.12983,1.12992,1.12982,1.13004,1.12995,1.13004,1.12995,56
2021-12-29 02:03:00,1.12982,1.1298,1.12983,1.12973,1.12995,1.12993,1.12995,1.12986,50
2021-12-29 02:04:00,1.12979,1.12987,1.12987,1.12977,1.12993,1.12998,1.12999,1.12989,44
2021-12-29 02:05:00,1.12986,1.12998,1.12998,1.12983,1.12998,1.1301,1.1301,1.12995,64
2021-12-29 02:06:00,1.12999,1.13006,1.13008,1.12997,1.1301,1.13018,1.1302,1.1301,58
2021-12-29 02:07:00,1.13006,1.13016,1.13018,1.13005,1.13019,1.13028,1.13029,1.13018,60
2021-12-29 02:08:00,1.13016,1.12987,1.13017,1.12986,1.13029,1.13,1.13029,1.12999,65
2021-12-29 02:09:00,1.12988,1.12982,1.12991,1.12981,1.13,1.12995,1.13004,1.12993,54
2021-12-29 02:10:00,1.12983,1.12986,1.12987,1.12983,1.12996,1.12998,1.12999,1.12996,16
2021-12-29 02:11:00,1.12985,1.12986,1.12986,1.12985,1.12998,1.12998,1.12999,1.12997,8
2021-12-29 02:12:00,1.12986,1.12993,1.12997,1.12986,1.12999,1.13006,1.13009,1.12998,39
2021-12-29 02:13:00,1.12993,1.1299,1.12994,1.12988,1.13005,1.13004,1.13007,1.13001,79
2021-12-29 02:14:00,1.12991,1.12992,1.12994,1.12991,1.13004,1.13004,1.13008,1.13003,65
2021-12-29 02:15:00,1.12992,1.12992,1.12992,1.1299,1.13005,1.13005,1.13006,1.13003,63
2021-12-29 02:16:00,1.12992,1.12993,1.12993,1.12992,1.13006,1.13006,1.13006,1.13003,107
2021-12-29 02:17:00,1.12993,1.12997,1.12998,1.12993,1.13004,1.13009,1.13009,1.13004,9
2021-12-29 02:18:00,1.12998,1.13014,1.13021,1.12998,1.13009,1.13027,1.13033,1.13009,105
2021-12-29 02:19:00,1.13015,1.13014,1.13016,1.13014,1.13028,1.13028,1.1303,1.13027,25
2021-12-29 02:20:00,1.13014,1.13014,1.13014,1.13013,1.13027,1.13028,1.13028,1.13026,16
2021-12-29 02:21:00,1.13015,1.1302,1.13021,1.13014,1.13028,1.13034,1.13034,1.13027,23
2021-12-29 02:22:00,1.1302,1.13025,1.13029,1.1302,1.13033,1.13037,1.13042,1.13033,71
2021-12-29 02:23:00,1.13026,1.13025,1.13029,1.13023,1.13037,1.13039,1.13041,1.13036,140
2021-12-29 02:24:00,1.13026,1.13025,1.13027,1.13024,1.13039,1.13038,1.1304,1.13037,35
2021-12-29 02:25:00,1.13025,1.13026,1.13027,1.13025,1.13037,1.13039,1.1304,1.13037,99
2021-12-29 02:26:00,1.13025,1.13026,1.13027,1.13025,1.13039,1.13038,1.1304,1.13036,160
2021-12-29 02:27:00,1.13026,1.13027,1.13027,1.13025,1.13039,1.1304,1.1304,1.13038,264
2021-12-29 02:28:00,1.13026,1.13026,1.13027,1.13025,1.1304,1.1304,1.13041,1.13039,126
2021-12-29 02:29:00,1.13027,1.13026,1.13027,1.13026,1.1304,1.1304,1.1304,1.1304,32
2021-12-29 02:30:00,1.13027,1.13046,1.13046,1.13027,1.1304,1.13059,1.1306,1.1304,101
2021-12-29 02:31:00,1.13046,1.13042,1.13046,1.13042,1.1306,1.13056,1.1306,1.13054,23
2021-12-29 02:32:00,1.13043,1.13041,1.13046,1.13041,1.13056,1.13054,1.13059,1.13054,29
2021-12-29 02:33:00,1.13041,1.13038,1.13041,1.13035,1.13055,1.13051,1.13055,1.13049,41
2021-12-29 02:34:00,1.13038,1.13037,1.1304,1.13036,1.1305,1.13051,1.13054,1.1305,27
2021-12-29 02:35:00,1.13037,1.13047,1.13047,1.13035,1.1305,1.1306,1.1306,1.13049,41
2021-12-29 02:36:00,1.13048,1.13046,1.13048,1.13046,1.1306,1.13059,1.1306,1.13059,8
2021-12-29 02:37:00,1.13046,1.13045,1.13046,1.13043,1.1306,1.13059,1.1306,1.13056,17
2021-12-29 02:38:00,1.13045,1.13057,1.13057,1.13045,1.13058,1.1307,1.1307,1.13058,26
2021-12-29 02:39:00,1.13057,1.13057,1.13058,1.13055,1.13069,1.1307,1.1307,1.13067,17
2021-12-29 02:40:00,1.13057,1.13046,1.13057,1.13046,1.13069,1.13059,1.13069,1.13059,35
2021-12-29 02:41:00,1.13047,1.13046,1.13048,1.13046,1.13059,1.13058,1.1306,1.13058,9
2021-12-29 02:42:00,1.13046,1.13039,1.13048,1.13036,1.13059,1.13052,1.1306,1.13049,65
2021-12-29 02:43:00,1.13038,1.13036,1.13041,1.13036,1.13052,1.13048,1.13054,1.13048,46
2021-12-29 02:44:00,1.13036,1.13037,1.13037,1.13036,1.13049,1.13049,1.13049,1.13048,8
2021-12-29 02:45:00,1.13036,1.13032,1.13037,1.1303,1.13049,1.13044,1.13049,1.13042,31
2021-12-29 02:46:00,1.13032,1.13027,1.13032,1.13025,1.13043,1.13039,1.13043,1.13037,116
2021-12-29 02:47:00,1.13027,1.13027,1.13028,1.13027,1.1304,1.1304,1.1304,1.13039,43
2021-12-29 02:48:00,1.13028,1.13016,1.13028,1.13016,1.1304,1.13028,1.1304,1.13027,121
2021-12-29 02:49:00,1.13016,1.13038,1.13038,1.13016,1.13029,1.13051,1.13051,1.13029,48
2021-12-29 02:50:00,1.13037,1.13036,1.13037,1.13033,1.13051,1.13049,1.13051,1.13046,20
2021-12-29 02:51:00,1.13036,1.13053,1.13053,1.13036,1.1305,1.13066,1.13067,1.13049,90
2021-12-29 02:52:00,1.13052,1.13058,1.13058,1.13046,1.13066,1.1307,1.1307,1.13059,58
2021-12-29 02:53:00,1.13057,1.13057,1.13057,1.13051,1.1307,1.13069,1.1307,1.13064,39
2021-12-29 02:54:00,1.13056,1.13053,1.13062,1.13053,1.13069,1.13065,1.13075,1.13065,68
2021-12-29 02:55:00,1.13052,1.13053,1.13053,1.1305,1.13065,1.13065,1.13065,1.13063,17
2021-12-29 02:56:00,1.13053,1.13055,1.13058,1.13053,1.13066,1.13067,1.13071,1.13066,17
2021-12-29 02:57:00,1.13054,1.13053,1.13056,1.13052,1.13067,1.13066,1.13067,1.13065,16
