,bidopen,max_bid,min_bid,small_sma_8,large_sma_16,rsi,sma_signal,sma_signal_1,entry_price,entry_signal,exit_price,exit_time,status,pl
2021-12-03 15:03:00,1.12824,1.12856,1.12816,1.12884375,1.1288512499999999,34.03172408531475,,DOWN_CROSSOVER,1.12836,BUY,1.1285,2021-12-03 16:12:00,TGP,4.20000000000087
2021-12-03 15:34:00,1.12681,1.12694,1.1267,1.1270187500000002,1.127368125,35.34337695764894,,,1.12694,BUY,1.12772,2021-12-03 15:44:00,TG,23.400000000000087
2021-12-03 16:33:00,1.13006,1.1301,1.12953,1.12946375,1.129085625,60.59394858873761,,,1.12953,SELL,1.13018,2021-12-03 16:40:00,SL,-19.500000000001183
2021-12-03 16:56:00,1.13078,1.1308,1.13054,1.13044,1.1302124999999998,63.687235601743595,,,1.13056,SELL,1.13084,2021-12-03 17:19:00,SLPR,-8.40000000000174
2021-12-03 17:40:00,1.13124,1.13125,1.13105,1.131105,1.130879375,59.38131235157608,,,1.13105,SELL,1.13146,2021-12-03 18:22:00,SLPR,-12.299999999993982
2021-12-03 18:42:00,1.13225,1.13226,1.13212,1.13213875,1.13193875,69.22877802294602,,,1.13215,SELL,1.13135,2021-12-03 19:58:00,TG,23.999999999997357
2021-12-03 21:03:00,1.13102,1.13102,1.13087,1.130815,1.13056625,62.57244076814077,,,1.13087,SELL,1.13128,2021-12-05 19:47:00,SLPR,-12.300000000000644
2021-12-05 22:35:00,1.13085,1.13085,1.13079,1.1308112499999998,1.130736875,63.04145935185733,,,1.1308,SELL,1.13072,2021-12-05 22:59:00,SLPR,2.4000000000024
2021-12-05 23:06:00,1.1303,1.13044,1.13025,1.13053875,1.13059,38.052431552028295,,,1.13043,BUY,1.13017,2021-12-06 00:00:00,SLPR,-7.80000000000447
2021-12-05 23:59:00,1.13033,1.13039,1.13031,1.1303287499999999,1.1304706249999998,33.80965236465731,,,1.13035,BUY,1.12983,2021-12-06 00:36:00,SL,-15.600000000002279
2021-12-06 00:57:00,1.12908,1.12928,1.12907,1.12925125,1.12936125,40.70738858047481,,,1.12928,BUY,1.12939,2021-12-06 01:53:00,TGP,3.2999999999949736
2021-12-06 01:16:00,1.12886,1.12894,1.1288,1.1289675,1.129106875,36.713969466067745,,,1.12893,BUY,1.12916,2021-12-06 01:42:00,TGP,6.899999999998574
2021-12-06 01:42:00,1.12928,1.12929,1.12916,1.12902625,1.1290037499999999,60.263475699265385,,,1.12916,SELL,1.12889,2021-12-06 03:19:00,TGP,8.099999999999774
2021-12-06 03:19:00,1.12884,1.1289,1.12883,1.12894,1.1290268749999999,35.608055759392215,,,1.12889,BUY,1.12916,2021-12-06 03:50:00,TGP,8.099999999999774
2021-12-06 03:45:00,1.12908,1.12908,1.12901,1.12897375,1.128923125,67.50106158945906,,,1.12905,SELL,1.1286,2021-12-06 05:11:00,TGP,13.500000000001844
2021-12-06 04:30:00,1.12904,1.12908,1.12901,1.12909875,1.129165,32.77192333353102,,,1.12906,BUY,1.12855,2021-12-06 05:10:00,SL,-15.300000000000313
2021-12-06 05:33:00,1.12852,1.12863,1.12852,1.128605,1.12866375,47.453224620574375,,,1.12863,BUY,1.1281,2021-12-06 06:00:00,SL,-15.899999999997583
2021-12-06 06:01:00,1.1281,1.12819,1.1281,1.12829375,1.128428125,30.206872858036576,,,1.12817,BUY,1.12794,2021-12-06 07:00:00,SLPR,-6.899999999998574
2021-12-06 06:52:00,1.12802,1.12811,1.12801,1.12827375,1.1282999999999999,37.7779847610888,,DOWN_CROSSOVER,1.12811,BUY,1.12841,2021-12-06 07:32:00,TGP,8.999999999999009
2021-12-06 07:06:00,1.12784,1.12808,1.12782,1.12790375,1.127971875,51.58925348620177,,,1.12803,BUY,1.12841,2021-12-06 07:32:00,TGP,11.399999999994748
2021-12-06 07:32:00,1.12858,1.12858,1.12838,1.1282524999999999,1.128225625,61.631774534452575,,,1.12841,SELL,1.12783,2021-12-06 07:49:00,TGP,17.399999999994087
2021-12-06 07:49:00,1.12771,1.12785,1.12768,1.12802875,1.1282725,31.8231308864151,,,1.12783,BUY,1.12837,2021-12-06 08:08:00,TGP,16.199999999999548
2021-12-06 08:08:00,1.12852,1.12857,1.12834,1.12810875,1.127855625,64.49492327608434,,,1.12837,SELL,1.12874,2021-12-06 08:27:00,SLPR,-11.099999999999444
2021-12-06 08:31:00,1.12892,1.12892,1.12863,1.12871375,1.12852,53.8150103096111,,,1.12864,SELL,1.12918,2021-12-06 08:58:00,SLPR,-16.199999999999548
2021-12-06 09:50:00,1.12966,1.12969,1.12957,1.129415,1.1293125,68.29175026518192,,,1.12961,SELL,1.13016,2021-12-06 10:08:00,SL,-16.500000000001513
2021-12-06 10:13:00,1.13026,1.13031,1.13014,1.13018625,1.129988125,65.11710740953973,,,1.1302,SELL,1.13045,2021-12-06 10:23:00,SLPR,-7.499999999995843
2021-12-06 10:45:00,1.12976,1.12985,1.12974,1.1298775,1.13013375,32.164680656564414,,,1.12985,BUY,1.12957,2021-12-06 11:39:00,SLPR,-8.40000000000174
2021-12-06 11:29:00,1.12962,1.12986,1.12958,1.1298375,1.1299925000000002,42.98870241134412,,,1.12982,BUY,1.12943,2021-12-06 11:43:00,SLPR,-11.700000000003374
